"1 - UInt32","2 - String","3 - String","4 - String","5 - Int32","6 - Int32","7 - Int32","8 - Int32","9 - Int32","10 - Int32","11 - Int32","12 - Int32","13 - Int32","14 - Int32","15 - Int32","16 - Int32","17 - Int32","18 - Int32","19 - Int32","20 - UInt32","21 - UInt32","22 - Int32","23 - Int32","24 - Single","25 - Single","26 - Int32","27 - UInt32","28 - UInt32","29 - Int32","30 - Int32"
"209739","Discharge","Discharge","Launch a charged Lightning ball","16","0","0","2302","2","0","0","0","331","0","7","39","2097","150","0","9","0","15","43","0","0","30","3","0","25","0"
"209742","charged blade","charged blade","Inflict Lightning damage and absorb their HP.  Absorbing HP is allowed on other players only. ","122","0","0","2302","2","0","0","0","302","-1","7","42","2097","100","0","11","0","0","0","0","0","100","1","3","5","0"
"209743","specter of thunder","specter of thunder","Inflict powerful Lightning damage with continuous damage which lasts temporarily.","16","0","0","2302","2","0","0","0","313","0","7","43","2097","75","0","9","0","10","0","0","0","100","3","0","5","0"
"209745","Thundercloud","Thundercloud","Great Lightning explosion","16","0","0","2302","2","0","0","0","2913","255","10","45","2097","200","0","9","0","15","153","0","0","30","3","0","25","0"
"209748","Immunity lightning","Immunity lightning","Use magic shocks to attack the enemy","16","0","0","2702","-1","0","0","0","701","-1","2","48","2097","80","0","9","0","15","0","0","0","30","4","0","25","0"
"209751","Static orb","Static orb","Continuous attack done for a set period of time ","16","0","0","2303","0","0","0","392","313","0","7","51","2097","160","0","9","0","15","53","0","0","30","3","0","25","0"
"209754","Static Thorn","Static Thorn","Retrieve a party member","16","3","0","2303","0","0","0","392","313","0","7","54","2097","220","0","9","379069000","15","60","0","0","30","3","0","25","0"
"209756","Manes of thunder","Manes of thunder","Burn your enemy with flames","16","0","0","2302","2","0","0","0","313","0","7","56","2097","95","0","9","0","10","0","0","0","100","3","0","5","0"
"209757","Thunder Impact","Thunder Impact","A Glacier attack that slows down your enemy for a set period of time","16","0","0","2303","0","0","0","392","313","0","7","57","2097","220","0","9","379070000","15","203","0","0","30","3","0","25","0"
"209760","Static nova","Static nova","Spark Lightningity on your enemy. It also has an added effect of neutralizing magic attacks.","16","0","0","2303","0","0","0","0","2903","255","10","60","2097","400","0","9","0","15","153","0","0","30","3","0","25","0"
"210001","Flash","Flash","Teleport to your chosen resurrection spot","16","0","0","2601","12","0","0","0","101","0","7","1","2100","4","0","9","0","15","43","0","0","30","3","0","25","0"
"210003","Shiver","Shiver","Teleport all party members to your resurrection spot","16","0","0","2601","12","0","0","0","201","0","7","3","2100","5","0","9","0","15","43","0","0","30","3","0","25","0"
"210004","summon friend","summon friend","A fail-safe flame attack","16","0","0","2401","2","0","0","0","401","0","4","4","2100","5","0","9","0","15","0","0","0","100","8","0","10000","0"
"210005","Flame","Flame","Increase resistance to fire by 20","16","0","0","2101","2","0","0","0","101","0","7","5","2100","5","0","9","0","15","43","0","0","30","3","0","25","0"
"210007","Cold wave","Cold wave","Burn your enemy with flames for a  set period of time","16","0","0","2201","2","0","0","0","201","0","7","7","2100","7","0","9","0","15","43","0","0","30","3","4","25","0"
"210009","Spark","Spark","Launch fireball at your enemy from far away ","16","0","0","2301","2","0","0","0","301","0","7","9","2100","15","0","9","0","15","43","0","0","30","3","0","25","0"
"210015","Gate","Gate","Spark flames on your enemy.  Additional damages are done to the enemy for a set period of time.","16","0","0","2401","2","0","0","0","401","-1","1","15","2100","30","0","9","0","15","100","0","0","30","8","0","25","0"
"210035","Escape","Escape","Increase resistance to fire by 50","16","0","0","2401","2","0","0","0","401","0","6","35","2100","400","0","9","0","15","600","0","0","30","8","0","10000","0"
"210503","Burn","Burn","Launch fire spears at your enemy from far away","16","0","0","2101","2","0","0","0","101","0","7","3","2105","20","0","9","0","10","0","0","0","100","3","0","5","0"
"210506","Resist fire","Resist fire","Launch solid fire objects at your enemy from far away","16","0","0","2701","-1","0","0","0","701","-1","2","6","2105","15","0","9","0","15","0","0","0","30","4","0","25","0"
"210509","Blaze","Blaze","Launch fire blast at your enemy from far away","16","0","0","2101","2","0","0","0","101","0","7","9","2105","30","0","9","0","15","53","0","0","30","3","0","25","0"
"210515","Fire ball","Fire ball","Burn your enemy with the flames of hell for a set period of time","16","0","0","2101","2","0","0","191","101","0","7","15","2105","50","0","9","0","15","43","0","0","30","3","0","35","0"
"210518","Ignition","Ignition","Hit your enemy with a staff.  It has additional fire damage.","16","0","0","2101","2","0","0","0","111","0","7","18","2105","60","0","9","0","10","0","0","0","30","3","0","25","0"
"210524","Endure fire","Endure fire","Retrieve fires of hell onto a specific location","16","0","0","2701","-1","0","0","0","701","-1","2","24","2105","50","0","9","0","15","0","0","0","30","4","0","25","0"
"210527","Fire spear","Fire spear","Increase resistance to fire by 80","16","0","0","2102","2","0","0","192","102","0","7","27","2105","80","0","9","0","15","43","0","0","30","3","0","35","0"
"210533","Fire burst","Fire burst","Burn your enemy with a great flame","16","0","0","2102","2","0","0","191","101","0","10","33","2105","150","0","9","0","15","0","0","0","30","3","0","25","0"
"210535","Fire blast","Fire blast","Inflict flame damage and absorb their HP.  Absorbing HP is allowed on other players only. ","16","0","0","2102","2","0","0","193","102","0","7","35","2105","150","0","9","370001000","15","43","0","0","30","3","0","35","0"
"210539","Hell fire","Hell fire","Inflict powerful flame damage with continuous damage which lasts temporarily. ","16","0","0","2102","2","0","0","0","131","0","7","39","2105","150","0","9","0","15","43","0","0","30","3","0","25","0"
"210542","fire blade","fire blade","Retrieve a supernova that explodes with great power","130","0","0","2102","2","0","0","0","102","0","7","42","2105","100","0","11","0","0","0","0","0","100","1","3","5","0"
"210543","specter of fire","specter of fire","Retrieves a flaming meteor and drop it on an enemy. ","16","0","0","2102","2","0","0","0","102","0","7","43","2105","75","0","9","0","10","0","0","0","100","3","0","5","0"
"210545","Inferno","Inferno","Retrieve flaming meteors to attack enemies standing within a certain area. ","16","0","0","2102","2","0","0","0","2911","255","10","45","2105","200","0","9","0","15","153","0","0","30","3","0","25","0"
"210548","Immunity fire","Immunity fire","A fail-safe Glacier attack","16","0","0","2702","-1","0","0","0","701","-1","2","48","2105","80","0","9","0","15","0","0","0","30","4","0","25","0"
"210551","Pillar of fire","Pillar of fire","Increase resistance to Glacier by 20","16","0","0","2103","0","0","0","0","113","0","7","51","2105","160","0","9","0","15","53","0","0","30","3","0","25","0"
"210554","Fire Thorn","Fire Thorn","Lowers the enemy's body temperature. It slows down your enemy for 20 seconds","16","3","0","2103","0","0","0","0","113","0","7","54","2105","220","0","9","379069000","15","60","0","0","30","3","0","25","0"
"210556","Manes of fire","Manes of fire","Incrases defense ability","16","0","0","2102","2","0","0","0","102","0","7","56","2105","95","0","9","0","10","0","0","0","100","3","0","5","0"
"210557","Fire Impact","Fire Impact","A Glacier magic which allows you to attack an opponent from far away.  It also slows down your enemy for a set period of time. ","16","0","0","2103","0","0","0","0","113","0","7","57","2105","220","0","9","379070000","15","203","0","0","30","3","0","25","0"
"210560","Supernova","Supernova","Inflict Glacier damage to your enemy. It has an added effect of slowing down your enemy.","16","0","0","2103","0","0","0","0","2901","255","10","60","2105","400","0","9","0","15","153","0","0","30","3","0","25","0"
"210570","incineration","incineration","Increase resistance to Glacier by 50","16","0","0","2103","0","0","0","0","113","0","7","70","2105","390","0","9","0","11","213","0","0","30","3","0","20","53"
"210571","meteor Fall","meteor Fall","A Glacier magic which allows you to attack an opponent from far away.  It also slows down your enemy for a set period of time. ","16","0","0","2103","0","0","0","0","2901","255","10","70","2105","600","0","9","0","13","183","0","0","30","3","0","20","53"
"210603","Freeze","Freeze","Incrases defense ability","16","0","0","2201","2","0","0","0","201","0","7","3","2106","20","0","9","0","15","0","0","0","100","3","4","5","0"
"210606","Resist cold","Resist cold","Launch a big piece of ice at an enemy far away","16","0","0","2701","-1","0","0","0","701","-1","2","6","2106","15","0","9","0","15","0","0","0","30","4","0","25","0"
"210609","Chill","Chill","Launch Ice Blast at an an enemy far away","16","0","0","2201","2","0","0","0","201","0","7","9","2106","30","0","9","0","15","53","0","0","30","3","4","25","0"
"210612","Frozen armor","Frozen armor","Cause frostbite to an enemy.  It has an added effect of slowing down your enemy.","16","0","0","2701","-1","0","0","0","701","-1","2","12","2106","40","0","9","0","15","0","0","0","30","4","0","25","0"
"210615","Ice arrow","Ice arrow","Hit your enemy with a staff.  It has additional ice damage.","16","0","0","2201","2","0","0","291","201","0","7","15","2106","50","0","9","0","15","43","0","0","30","3","4","35","0"
"210618","Solid","Solid","Snowstorm attack that inflicts damage to all your enemies around you ","16","0","0","2201","2","0","0","0","202","0","7","18","2106","60","0","9","0","15","0","0","0","30","3","4","25","0"
"210624","Endure cold","Endure cold","Increase resistance to Glacier by 80","16","0","0","2701","-1","0","0","0","701","-1","2","24","2106","50","0","9","0","15","0","0","0","30","4","0","25","0"
"210627","Ice orb","Ice orb","Retrieve an ice comet to attack your enemy","16","0","0","2202","2","0","0","292","202","-1","7","27","2106","80","0","9","0","15","43","0","0","30","3","4","35","0"
"210630","Frozen shell","Frozen shell","Incrases defense ability","16","0","0","2701","-1","0","0","0","701","-1","2","30","2106","80","0","9","0","15","0","0","0","30","4","0","25","0"
"210633","Ice burst","Ice burst","Inflict powerful Glacier damage with continuous damage which lasts temporarily. ","16","0","0","2202","2","0","0","291","201","0","10","33","2106","150","0","9","0","15","0","0","0","30","3","4","25","0"
"210635","Ice blast","Ice blast","Explosion of ice glacier. Inflicts damage to enemies in a certain range and slows them down","16","0","0","2202","2","0","0","293","202","-1","7","35","2106","150","0","9","370002000","15","43","0","0","30","3","4","35","0"
"210639","Frostbite","Frostbite","Retrieves a frozen meteor and drop it on an enemy. ","16","0","0","2202","2","0","0","0","231","0","7","39","2106","150","0","9","0","15","43","0","0","30","3","4","25","0"
"210642","frozen blade","frozen blade","Retrieve frozen meteors to attack enemies standing within a certain area. ","114","0","0","2202","2","0","0","0","211","-1","7","42","2106","100","0","11","0","0","0","0","0","100","1","3","5","0"
"210643","specter of Ice","specter of Ice","A fail-safe Lightning attack ","16","0","0","2202","2","0","0","0","202","-1","7","43","2106","75","0","9","0","10","0","0","0","100","3","0","5","0"
"210645","Blizzard","Blizzard","Increase resistance to Lightningty by 20","16","0","0","2202","2","0","0","0","2912","255","10","45","2106","200","0","9","0","15","153","0","0","30","3","4","25","0"
"210648","Immunity cold","Immunity cold","A Lightning magic attak that neutralizes enemy's magic attack","16","0","0","2702","-1","0","0","0","701","-1","2","48","2106","80","0","9","0","15","0","0","0","30","4","0","25","0"
"210651","Ice comet","Ice comet","An Lightning attack that allows you to attack an enemy from far away. It has an added effect of neutralizing enemy's magic attacks","16","0","0","2203","0","0","0","0","213","-1","7","51","2106","160","0","9","0","15","53","0","0","30","3","4","25","0"
"210654","Ice barrier","Ice barrier","Form an Lightning sphere around your enemy","16","0","0","2701","-1","0","0","0","701","-1","2","54","2106","120","0","9","0","15","0","0","0","30","4","0","25","0"
"210656","Manes of Ice","Manes of Ice","Increase resistance to Lightningty by 50","16","0","0","2202","2","0","0","0","202","-1","7","56","2106","95","0","9","0","10","0","0","0","100","3","0","5","0"
"210657","Ice Impact","Ice Impact","A Lightning magic that allows you to attack an enemy from far away","16","0","0","2203","0","0","0","293","213","-1","7","57","2106","220","0","9","379070000","15","203","0","0","30","3","4","25","0"
"210660","Frost nova","Frost nova","Launch a Lightning sphere to attack an enemy from far away","16","0","0","2203","0","0","0","0","2902","255","10","60","2106","400","0","9","0","15","153","0","0","30","3","4","25","0"
"210670","Prismatic","Prismatic","Use thunder blast to attack an enemy from far away","16","0","0","2203","0","0","0","0","213","-1","7","70","2106","390","0","9","0","11","213","0","0","30","3","4","20","53"
"210671","ice storm","ice storm","Shock your enemy with Lightningity for a certain period of time. It has an added effect of neutralizing enemy's magic attack","16","0","0","2203","0","0","0","0","2902","255","10","70","2106","600","0","9","0","13","183","0","0","30","3","4","20","53"
"210703","Charge","Charge","Hit your enemy with a staff.  It has additional Lightning damage.","16","0","0","2301","2","0","0","0","301","-1","7","3","2107","20","0","9","0","15","0","0","0","100","3","0","5","0"
"210706","Resist lightning","Resist lightning","Retrieve a thundercloud","16","0","0","2701","-1","0","0","0","701","-1","2","6","2107","15","0","9","0","15","0","0","0","30","4","0","25","0"
"210709","Counter spell","Counter spell","Increase resistance to Lightningty by 80","16","0","0","2301","2","0","0","0","311","0","7","9","2107","30","0","9","0","15","53","0","0","30","3","0","25","0"
"210715","Lightning","Lightning","Launch a charged Lightning ball","16","0","0","2301","2","0","0","0","311","0","7","15","2107","50","0","9","0","15","43","0","0","30","3","0","35","0"
"210718","Static hemisphere","Static hemisphere","Inflict Lightning damage and absorb their HP.  Absorbing HP is allowed on other players only. ","16","0","0","2301","2","0","0","0","313","-1","7","18","2107","60","0","9","0","15","0","0","0","30","3","0","25","0"
"210724","Endure lightning","Endure lightning","Inflict powerful Lightning damage with continuous damage which lasts temporarily.","16","0","0","2701","-1","0","0","0","701","-1","2","24","2107","50","0","9","0","15","0","0","0","30","4","0","25","0"
"210727","Thunder","Thunder","Great Lightning explosion","16","0","0","2302","2","0","0","0","302","-1","7","27","2107","80","0","9","0","15","43","0","0","30","3","0","35","0"
"210733","Thunder burst","Thunder burst","Retrieves a electrically charged meteor and drop it on an enemy. ","16","0","0","2302","2","0","0","391","302","-1","10","33","2107","150","0","9","0","15","0","0","0","30","3","0","25","0"
"210735","Thunder blast","Thunder blast","Retrieve electrically charged meteors to attack enemies standing within a certain area. ","16","0","0","2302","2","0","0","391","313","0","7","35","2107","150","0","9","370003000","15","43","0","0","30","3","0","35","0"
"210739","Discharge","Discharge","[Passive]Increase your MP recovery speed by 20% when your MP is down to 30% or below.","16","0","0","2302","2","0","0","0","331","0","7","39","2107","150","0","9","0","15","43","0","0","30","3","0","25","0"
"210742","charged blade","charged blade","Temporarily increase your magic attack power by 30%. ","122","0","0","2302","2","0","0","0","302","-1","7","42","2107","100","0","11","0","0","0","0","0","100","1","3","5","0"
"210743","specter of thunder","specter of thunder","[Passive]Decreases all damages received by 10%","16","0","0","2302","2","0","0","0","313","0","7","43","2107","75","0","9","0","10","0","0","0","100","3","0","5","0"
"210745","Thundercloud","Thundercloud","[Passive]Decreases all damages received by 15%","16","0","0","2302","2","0","0","0","2913","255","10","45","2107","200","0","9","0","15","153","0","0","30","3","0","25","0"
"210748","Immunity lightning","Immunity lightning","Heal 15 HP","16","0","0","2702","-1","0","0","0","701","-1","2","48","2107","80","0","9","0","15","0","0","0","30","4","0","25","0"
"210751","Static orb","Static orb","Light magic attack","16","0","0","2303","0","0","0","392","313","0","7","51","2107","160","0","9","0","15","53","0","0","30","3","0","25","0"
"210754","Static Thorn","Static Thorn","Increase strength by 15","16","3","0","2303","0","0","0","392","313","0","7","54","2107","220","0","9","379069000","15","60","0","0","30","3","0","25","0"
"210756","Manes of thunder","Manes of thunder","Heal 30 HP","16","0","0","2302","2","0","0","0","313","0","7","56","2107","95","0","9","0","10","0","0","0","100","3","0","5","0"
"210757","Thunder Impact","Thunder Impact","Increase resistance to poison by 20","16","0","0","2303","0","0","0","392","313","0","7","57","2107","220","0","9","379070000","15","203","0","0","30","3","0","25","0"
"210760","Static nova","Static nova","Light magic attack","16","0","0","2303","0","0","0","0","2903","255","10","60","2107","400","0","9","0","15","153","0","0","30","3","0","25","0"
"210770","Stun Cloud","Stun Cloud","Heal 50 HP for 20 seconds","16","0","0","2303","0","0","0","0","302","-1","7","70","2107","390","0","9","0","11","213","0","0","30","3","0","20","53"
"210771","Chain lightning","Chain lightning","Heal 60 HP","16","0","0","2303","0","0","0","0","2903","255","10","70","2107","600","0","9","0","13","183","0","0","30","3","0","20","53"
"210800","Bright Dew","Bright Dew","Heal 100 HP for 20 seconds","16","0","0","2601","12","0","0","0","10121","0","1","0","2108","0","0","0","0","0","0","0","0","100","0","0","0","0"
"210802","Absolute power","Absolute power","Heal 120 HP","18","3","0","10122","-1","0","0","0","10123","-1","1","2","2108","240","0","9","379065000","0","600","0","0","100","4","0","25","0"
"210805","absoluteness","absoluteness","A fail-safe attack that inflicts 120% damage.","16","0","0","2601","12","0","0","0","0","0","1","5","2108","0","0","9","0","0","0","0","0","100","0","0","0","0"
"210810","matchless","matchless","Heal 200 HP for 20 seconds","16","0","0","2601","12","0","0","0","0","0","1","10","2108","0","0","9","0","0","0","0","0","100","0","0","0","0"
"211001","Tiny healing","Tiny healing","Heal 240 HP","17","0","0","2601","7012","0","0","0","601","-1","2","1","2110","5","0","9","0","19","0","0","0","80","3","0","25","0"
"211002","Light strike","Light strike","A fail-safe attack that inflicts 150% damage.","16","0","0","3101","12","0","0","0","1101","0","7","2","2110","5","0","9","0","15","54","0","0","50","3","0","25","0"
"211004","Strength","Strength","Heal 400 HP for 20 seconds","18","0","0","2601","7012","0","0","0","601","-1","2","4","2110","10","0","9","0","15","0","0","0","50","4","0","25","0"
"211005","Light healing","Light healing","Recovers lost skill points","17","0","0","2601","7012","0","0","0","601","-1","2","5","2110","10","0","9","0","19","0","0","0","80","3","0","25","0"
"211006","Resist poison","Resist poison","Heal 480 HP","18","0","0","2701","-1","0","0","0","701","-1","2","6","2110","10","0","9","0","15","0","0","0","50","4","0","25","0"
"211007","Brightness","Brightness","Increase strength by 30. ","16","0","0","3101","12","0","0","0","1101","0","7","7","2110","10","0","9","0","15","54","0","0","50","3","0","25","0"
"211008","Tiny restore","Tiny restore","Heal 800 HP for 20 seconds","17","0","0","2601","7012","0","0","0","601","-1","2","8","2110","15","0","9","0","15","0","0","0","80","3","0","25","0"
"211500","minor healing","minor healing","Neutralizes magics that decrease your HP","17","0","0","2601","7012","0","0","0","601","-1","2","0","2115","10","0","9","0","15","0","0","0","80","3","0","25","0"
"211503","Light restore","Light restore","Heal 960 HP","17","0","0","2601","7012","0","0","0","601","-1","2","3","2115","25","0","9","0","15","0","0","0","80","3","0","25","0"
"211509","healing","healing","Heal 1500 HP for 20 seconds","17","0","0","2601","7012","0","0","0","601","-1","2","9","2115","20","0","9","0","15","0","0","0","80","3","0","25","0"
"211511","collision","collision","A fail-safe attack that inflicts 150% damage and 100 damage. ","26","0","0","2601","12","0","0","0","10002","-1","7","12","2115","30","0","0","0","0","1","0","0","100","1","0","0","0"
"211512","Restore","Restore","Heal 1920 HP","17","0","0","2601","7012","0","0","0","601","-1","2","12","2115","30","0","9","0","15","0","0","0","80","3","0","25","0"
"211518","major healing","major healing","Heal 2500 HP for 20 seconds","17","0","0","2601","7012","0","0","0","601","-1","2","18","2115","40","0","9","0","15","0","0","0","80","3","0","25","0"
"211520","shuddering","shuddering","A fail-safe attack that inflicts 200% damage and 50 damage. ","26","0","0","2601","12","0","0","0","10002","-1","7","21","2115","40","0","0","0","0","2","0","0","100","1","0","0","0"
"211521","Major restore","Major restore","Heal all the members of your party","17","0","0","2601","7012","0","0","0","601","-1","2","21","2115","100","0","9","0","15","0","0","0","80","3","0","25","0"
"211525","Cure curse","Cure curse","Heal all the members of your party with 960 HP","18","0","0","2701","-1","0","0","0","702","-1","2","25","2115","60","0","9","0","15","15","0","0","100","5","0","25","0"
"211527","Great healing","Great healing","Completely heal all the members of your party","17","0","0","2601","7012","0","0","0","601","-1","2","27","2115","80","0","9","0","15","0","0","0","80","3","0","25","0"
"211529","blasting","blasting","Increase AC by 20","18","0","0","2701","-1","0","0","0","701","-1","1","30","2115","80","0","9","0","0","10","0","0","100","4","0","0","0"
"211530","Great restore","Great restore","Increase the max HP limit by 60","17","0","0","2602","1","0","0","0","602","15","2","30","2115","200","0","9","0","15","0","0","0","80","3","0","25","0"
"211535","Cure disease","Cure disease","Increase magic, curse, and poison resistance by 20","18","0","0","2701","-1","0","0","0","702","-1","2","35","2115","120","0","9","0","15","15","0","0","100","5","0","25","0"
"211536","Massive healing","Massive healing","A fail-safe attack that inflicts 120% damage.","17","0","0","2602","1","0","0","0","602","15","2","36","2115","160","0","9","0","15","0","0","0","80","3","0","25","0"
"211539","Massive restore","Massive restore","Increase AC by 40","17","0","0","2602","1","0","0","0","602","15","2","39","2115","375","0","9","0","15","0","0","0","80","3","0","25","0"
"211542","ruin","ruin","Increase the max HP limit by 120","26","0","0","2601","12","0","0","0","10002","-1","7","42","2115","100","0","0","0","0","20","0","0","100","1","0","0","0"
"211545","Superior healing","Superior healing","A fail-safe attack that inflicts 150% damage.","17","0","0","2603","0","0","0","0","603","0","2","45","2115","320","0","9","0","15","0","0","0","80","3","0","25","0"
"211548","Superior restore","Superior restore","Increase AC by 80","17","0","0","2603","0","0","0","0","603","0","2","48","2115","625","0","9","0","15","0","0","0","80","3","0","25","0"
"211551","Hellish","Hellish","Increase the max HP limit by 240","26","0","0","2601","12","0","0","0","10002","-1","7","51","2115","120","0","0","0","0","30","0","0","100","1","0","0","0"
"211554","Complete healing","Complete healing","Increase magic, curse, and poison resistance by 40","17","0","0","2603","0","0","0","0","603","0","2","54","2115","960","0","9","0","15","54","0","0","80","3","0","25","0"
"211557","Group massive healing","Group massive healing","Increase strength by 30. ","17","0","0","2603","0","0","0","0","603","0","6","57","2115","960","0","9","0","15","54","0","0","80","3","0","25","0"
"211560","Group complete healing","Group complete healing","Increase AC by 120","17","0","0","2603","0","0","0","0","603","0","6","60","2115","1920","0","9","0","15","64","0","0","80","3","0","25","0"
"211603","Insensibility Skin","Insensibility Skin","Increase the max HP limit by 480","18","0","0","2701","-1","0","0","0","701","-1","2","3","2116","10","0","9","0","15","0","0","0","50","4","0","25","0"
"211606","Grace","Grace","Increase magic, curse, and poison resistance by 60","18","0","0","2701","-1","0","0","0","701","-1","4","6","2116","15","0","9","0","15","0","0","0","50","4","0","25","0"
"211609","Resist all","Resist all","Increase AC by 160","18","0","0","2701","-1","0","0","0","701","-1","2","9","2116","15","0","9","0","15","0","0","0","50","4","0","25","0"
"211611","Wrath","Wrath","A fail-safe attack that inflicts 150% damage and 100 damage. ","26","0","0","2601","12","0","0","0","10002","-1","7","12","2116","30","0","0","0","0","1","0","0","100","1","0","0","0"
"211612","Insensibility shell","Insensibility shell","Increase the max HP limit by 960","18","0","0","2701","-1","0","0","0","701","-1","2","12","2116","20","0","9","0","15","0","0","0","50","4","0","25","0"
"211615","Brave","Brave","Increase magic, curse, and poison resistance by 80","18","0","0","2701","-1","0","0","0","701","-1","4","15","2116","30","0","9","0","15","0","0","0","50","4","0","25","0"
"211620","wield","wield","A fail-safe attack that inflicts 200% damage and 50 damage. ","26","0","0","2601","12","0","0","0","10002","-1","7","21","2116","40","0","0","0","0","2","0","0","100","1","0","0","0"
"211621","Insensibility armor","Insensibility armor","Increase AC by 200","18","0","0","2701","-1","0","0","0","701","-1","2","21","2116","40","0","9","0","15","0","0","0","50","4","0","25","0"
"211624","Strong","Strong","Increase the max HP limit of the party member by 60%","18","0","0","2701","-1","0","0","0","701","-1","4","24","2116","60","0","9","0","15","0","0","0","50","4","0","25","0"
"211627","Bright mind","Bright mind","Increase the max HP limit of the party member by 1200","18","0","0","2701","-1","0","0","0","701","-1","2","27","2116","30","0","9","0","15","0","0","0","50","4","0","25","0"
"211629","wildness","wildness","Increase the max HP limit of all the party member by 1200","18","0","0","2701","-1","0","0","0","701","-1","1","30","2116","80","0","9","0","0","10","0","0","100","4","0","0","0"
"211630","Insensibility shield","Insensibility shield","Increase the max HP limit of the party member by 1500","18","0","0","2702","-1","0","0","0","702","-1","2","30","2116","80","0","9","0","15","0","0","0","50","4","0","25","0"
"211633","Hardness","Hardness","Increase the AC by 300","18","0","0","2702","-1","0","0","0","702","-1","4","33","2116","120","0","9","0","15","0","0","0","50","4","0","25","0"
"211636","Calm mind","Calm mind","Teleport to your chosen resurrection spot","18","0","0","2702","-1","0","0","0","702","-1","2","36","2116","45","0","9","0","15","0","0","0","50","4","0","25","0"
"211639","Insensibility barrier","Insensibility barrier","Decrease your enemy's defense ability by 20%","18","0","0","2702","-1","0","0","0","702","-1","2","39","2116","80","0","9","0","15","0","0","0","50","4","0","25","0"
"211641","Harsh","Harsh","Decrease 480 of your enemy's Mana","26","0","0","2601","12","0","0","0","10002","-1","7","42","2116","100","0","0","0","0","20","0","0","100","1","0","0","0"
"211642","Mightness","Mightness","A fail-safe attack that inflicts 120% damage.","18","0","0","2703","0","0","0","0","703","-1","4","42","2116","240","0","9","0","15","0","0","0","50","4","0","25","0"
"211645","Fresh mind","Fresh mind","Decrease 30 of your enemy's magic power","18","0","0","2703","0","0","0","0","703","-1","2","45","2116","60","0","9","0","15","0","0","0","50","4","0","25","0"
"211650","collapse","collapse","A fail-safe attack that inflicts 150% damage.","26","0","0","2601","12","0","0","0","10002","-1","7","51","2116","120","0","0","0","0","30","0","0","100","1","0","0","0"
"211651","Insensibility protector","Insensibility protector","Decrease your enemy's attack speed by 20%","18","0","0","2703","0","0","0","0","703","-1","2","51","2116","100","0","9","0","15","0","0","0","50","4","0","25","0"
"211654","Undying","Undying","Neutralizes enemy's HP bonus","18","0","0","2703","0","0","0","0","703","-1","4","54","2116","240","0","9","0","15","0","0","0","50","4","0","25","0"
"211655","Heapness","Heapness","Increase strength by 30. ","18","0","0","2703","0","0","0","0","703","-1","4","54","2116","300","0","9","0","15","0","0","0","50","4","0","25","0"
"211656","Greatness","Greatness","Puts a monster to sleep for 20 seconds","18","0","0","2703","0","0","0","0","703","-1","6","57","2116","570","0","9","0","15","0","0","0","50","4","0","45","0"
"211657","massiveness","massiveness","Resurrect losing 40% of the original experience lose","18","0","0","2703","0","0","0","0","703","-1","4","57","2116","360","0","9","0","15","0","0","0","50","4","0","25","0"
"211660","Insensibility peel","Insensibility peel","Decrease 960 of your enemy's Mana","18","0","0","2703","0","0","0","0","703","-1","2","60","2116","150","0","9","0","15","0","0","0","50","4","0","25","0"
"211700","Gate","Gate","A fail-safe attack that inflicts 150% damage and 100 damage. ","19","0","0","2401","2","0","0","0","401","-1","1","0","2117","20","0","9","0","15","74","0","0","50","8","0","25","0"
"211703","Malice","Malice","Resurrect losing 30% of the original experience lose","18","0","0","2702","-1","0","0","0","801","0","7","3","2117","40","0","9","0","15","74","0","0","50","4","0","25","0"
"211709","Clear mana","Clear mana","Decrease your enemy's max HP by 20%","18","0","0","3101","12","0","0","0","1101","0","7","9","2117","80","0","9","0","15","74","0","0","50","3","0","25","0"
"211712","tilt","tilt","A fail-safe attack that inflicts 200% damage and 50 damage. ","26","0","0","2601","12","0","0","0","10002","-1","7","12","2117","30","0","0","0","0","1","0","0","100","1","0","0","0"
"211715","Confusion","Confusion","Puts all the monsters around you to sleep for 20 seconds","18","0","0","2702","-1","0","0","0","801","0","7","15","2117","80","0","9","0","15","74","0","0","50","4","0","25","0"
"211721","Bloody","Bloody","Resurrect losing 20% of the original experience lose","26","0","0","2601","12","0","0","0","10002","-1","7","21","2117","40","0","0","0","0","2","0","0","100","1","0","0","0"
"211724","Slow","Slow","Decrease your enemy's defense ability by 50%","18","0","0","2702","-1","0","0","0","801","0","7","24","2117","120","0","9","0","15","74","0","0","50","4","0","25","0"
"211727","Reverse life","Reverse life","Decrease your enemy's attack power by 20%","18","0","0","2702","-1","0","0","0","801","0","7","27","2117","50","0","9","0","15","94","0","0","50","4","0","25","0"
"211729","eruption","eruption","Heal 15 HP","18","0","0","2701","-1","0","0","0","701","-1","1","30","2117","80","0","9","0","0","10","0","0","100","4","0","0","0"
"211730","Sleep Wing","Sleep Wing","Light magic attack","18","0","0","2702","-1","0","0","0","801","0","7","30","2117","120","0","9","0","15","74","0","0","50","7","0","25","0"
"211733","Resurrection of love","Resurrection of love","Increase strength by 15","18","0","0","2602","-1","0","0","0","702","-1","25","33","2117","400","0","9","379006000","15","250","0","0","50","5","0","5","0"
"211736","Sweep mana","Sweep mana","Heal 30 HP","18","0","0","3101","12","0","0","0","1101","0","7","36","2117","160","0","9","0","15","74","0","0","50","3","0","25","0"
